,Event.Id,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Report.Status,Year,Manufacturer,Total.Passengers,Percentage.Seriously.Injured.or.Killed,Percentage.Uninjured
49324,20001212X21929,CHI00LA296,2000-09-10,"MINNEAPOLIS, MN",United States,Non-Fatal,Substantial,Boeing,727-224,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,101.0,VMC,Probable Cause,2000,Boeing,101.0,0.0,100.0
49345,20001212X21928,CHI00LA295,2000-09-12,"CUSTER, SD",United States,Non-Fatal,Minor,Aerostar,S-81A,,Unknown,Business,0.0,1.0,0.0,11.0,VMC,Probable Cause,2000,,12.0,8.333333333333332,91.66666666666666
49358,20001212X22065,NYC00LA267,2000-09-15,"FLUSHING, NY",United States,Non-Fatal,Substantial,Boeing,737-49R,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,58.0,VMC,Probable Cause,2000,Boeing,58.0,0.0,100.0
49374,20001212X22032,MIA00IA266,2000-09-16,"MIAMI, FL",United States,Incident,Minor,Beech,1900C,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,12.0,VMC,Probable Cause,2000,Beech,12.0,0.0,100.0
49380,20001212X21909,ATL00LA092,2000-09-17,"ATLANTA, GA",United States,Non-Fatal,,Bombardier,CRJ,2.0,Turbo Jet,Unknown,0.0,1.0,0.0,50.0,VMC,Probable Cause,2000,Bombardier,51.0,1.9607843137254901,98.0392156862745
49384,20001212X21902,ANC00MA125,2000-09-18,"NUIQSUT, AK",United States,Fatal(5),Destroyed,Piper,PA-31T3,2.0,Turbo Prop,,5.0,5.0,0.0,0.0,VMC,Probable Cause,2000,,10.0,100.0,0.0
49392,20001212X22037,MIA00LA267,2000-09-20,"ATLANTA, GA",United States,Non-Fatal,,Boeing,767-332ER,2.0,Turbo Fan,Unknown,0.0,3.0,17.0,230.0,VMC,Probable Cause,2000,Boeing,250.0,1.2,92.0
49434,20001212X22040,MIA00LA271,2000-09-26,"MIAMI, FL",United States,Non-Fatal,,Boeing,777-223,2.0,Turbo Fan,Unknown,0.0,1.0,0.0,167.0,VMC,Probable Cause,2000,Boeing,168.0,0.5952380952380952,99.40476190476191
49446,20001212X22066,NYC00LA269,2000-09-29,"BOSTON, MA",United States,Non-Fatal,Substantial,Saab,340B,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,26.0,VMC,Probable Cause,2000,,26.0,0.0,100.0
49470,20001212X22103,ATL01IA001,2000-10-01,"BIRMINGHAM, AL",United States,Incident,Minor,Mcdonnell Douglas,MD-80,2.0,Turbo Jet,Unknown,0.0,0.0,1.0,146.0,VMC,Probable Cause,2000,Mcdonnell Douglas,147.0,0.0,99.31972789115646
49564,20001212X22115,CHI01IA016,2000-10-17,"WOOD DALE, IL",United States,Incident,Minor,Boeing,B-727-61,3.0,Turbo Jet,Public Aircraft,0.0,0.0,0.0,108.0,VMC,Probable Cause,2000,Boeing,108.0,0.0,100.0
49572,20001212X22163,IAD01FA006,2000-10-20,"DULLES, VA",United States,Non-Fatal,Substantial,British Aerospace,JETSTREAM 3201,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,12.0,VMC,Probable Cause,2000,,12.0,0.0,100.0
49592,20001212X22101,ANC01FA011,2000-10-22,"BETHEL, AK",United States,Non-Fatal,Substantial,Beech,1900D,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,19.0,VMC,Probable Cause,2000,Beech,19.0,0.0,100.0
49601,20001212X22245,NYC01LA023A,2000-10-23,"NEW YORK, NY",United States,Non-Fatal,Substantial,Bombardier,CL-600,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,81.0,VMC,Probable Cause,2000,Bombardier,81.0,0.0,100.0
49606,20001212X22245,NYC01LA023B,2000-10-23,"NEW YORK, NY",United States,Non-Fatal,Minor,Boeing,727-214,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,81.0,VMC,Probable Cause,2000,Boeing,81.0,0.0,100.0
49619,20001215X45424,NYC01IA024,2000-10-26,"FALMOUTH, KY",United States,Incident,,Bombardier,CL-600,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,50.0,VMC,Probable Cause,2000,Bombardier,50.0,0.0,100.0
49663,20001220X45467,SEA01LA014,2000-11-04,"PORTLAND, OR",United States,Non-Fatal,,Boeing,767-332ER,2.0,Turbo Fan,Unknown,0.0,1.0,3.0,180.0,VMC,Probable Cause,2000,Boeing,184.0,0.5434782608695652,97.82608695652173
49672,20001212X22266,CHI01LA033,2000-11-08,"ABERDEEN, SD",United States,Non-Fatal,Substantial,Saab,340-B,2.0,Turbo Prop,Unknown,0.0,0.0,1.0,24.0,VMC,Probable Cause,2000,,25.0,0.0,96.0
49693,20001226X45475,ANC01LA018,2000-11-13,"ANCHORAGE, AK",United States,Non-Fatal,,Boeing,737-790,2.0,Turbo Fan,Unknown,0.0,1.0,0.0,99.0,VMC,Probable Cause,2000,Boeing,100.0,1.0,99.0
49726,20001212X22320,MIA01LA030,2000-11-20,"ASHEVELLE, NC",United States,Non-Fatal,,Aerospatiale,ATR-72-212,2.0,Turbo Prop,Unknown,0.0,1.0,0.0,39.0,VMC,Probable Cause,2000,,40.0,2.5,97.5
49727,20001212X22314,MIA01FA029,2000-11-20,"MIAMI, FL",United States,Fatal(1),Minor,Airbus Industrie,A300B4-605R,2.0,Turbo Fan,,1.0,3.0,19.0,110.0,VMC,Probable Cause,2000,Airbus,133.0,3.007518796992481,82.70676691729322
49763,20010108X00056,DCA01MA005,2000-11-29,"ATLANTA, GA",United States,Non-Fatal,Substantial,Douglas,DC-9,2.0,Turbo Fan,,0.0,0.0,13.0,84.0,,Probable Cause,2000,Douglas,97.0,0.0,86.5979381443299
49764,20001215X45420,IAD01IA017,2000-11-29,"DULLES, VA",United States,Incident,Minor,Mcdonnell Douglas,DC-9-82,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,66.0,IMC,Probable Cause,2000,Mcdonnell Douglas,66.0,0.0,100.0
49789,20001220X45463,NYC01LA054,2000-12-06,"CHARLESTON, WV",United States,Non-Fatal,Substantial,Embraer,120RT,2.0,Turbo Prop,Unknown,0.0,1.0,0.0,18.0,VMC,Probable Cause,2000,Embraer,19.0,5.263157894736842,94.73684210526315
49814,20010110X00085,ANC01IA022,2000-12-12,"PORT HEIDEN, AK",United States,Incident,Minor,Boeing,747-422,4.0,Turbo Fan,Unknown,0.0,0.0,4.0,386.0,VMC,Probable Cause,2000,Boeing,390.0,0.0,98.97435897435898
49819,20020204X00171,CHI01IA046B,2000-12-13,"Chicago, IL",United States,Incident,Minor,Airbus Industrie,A-340,4.0,Turbo Fan,,0.0,0.0,0.0,249.0,IMC,Probable Cause,2000,Airbus,249.0,0.0,100.0
49820,20020204X00171,CHI01IA046A,2000-12-13,"Chicago, IL",United States,Incident,Minor,Mcdonnell Douglas,DC-9-31,2.0,Turbo Jet,,0.0,0.0,0.0,249.0,IMC,Probable Cause,2000,Mcdonnell Douglas,249.0,0.0,100.0
49873,20010110X00108,MIA01IA051,2000-12-26,"Hebron, KY",United States,Incident,,Canadair,CL-600-2B19,2.0,Turbo Fan,,0.0,0.0,0.0,53.0,VMC,Probable Cause,2000,,53.0,0.0,100.0
49874,20010108X00063,NYC01FA062,2000-12-27,"JAMAICA, NY",United States,Non-Fatal,Substantial,Mcdonnell Douglas,DC-9-51,2.0,Turbo Fan,,0.0,0.0,0.0,27.0,VMC,Probable Cause,2000,Mcdonnell Douglas,27.0,0.0,100.0
49879,20010216X00462,NYC01LA076,2000-12-27,"Boston, MA",United States,Non-Fatal,,Boeing,767-300ER,2.0,Turbo Fan,,0.0,1.0,0.0,79.0,VMC,Probable Cause,2000,Boeing,80.0,1.25,98.75
49880,20010105X00017,CHI01IA055,2000-12-27,"CHICAGO, IL",United States,Incident,,Embraer,EMB-135LR,2.0,Unknown,Unknown,0.0,0.0,0.0,12.0,VMC,Probable Cause,2000,Embraer,12.0,0.0,100.0
49886,20010112X00292,IAD01FA021,2000-12-29,"CHARLOTTESVILLE, VA",United States,Non-Fatal,Substantial,Jetstream,4101,2.0,Turbo Prop,,0.0,0.0,1.0,17.0,VMC,Probable Cause,2000,,18.0,0.0,94.44444444444444
49887,20010105X00035,LAX01IA066,2000-12-29,"Honolulu, HI",United States,Incident,Minor,Lockheed,L-1011-385-1,3.0,Turbo Jet,Unknown,0.0,0.0,0.0,300.0,IMC,Probable Cause,2000,Lockheed,300.0,0.0,100.0
49891,20010104X00013,DEN01IA036,2000-12-30,"Salt Lake City, UT",United States,Incident,Minor,Mcdonnell Douglas,MD-90-30,2.0,Turbo Fan,,0.0,0.0,0.0,80.0,IMC,Probable Cause,2000,Mcdonnell Douglas,80.0,0.0,100.0
49901,20010405X00701,NYC01IA072,2001-01-03,"Covington, KY",United States,Incident,Minor,Bombardier,CL-600-2B19,2.0,Turbo Fan,,0.0,0.0,0.0,46.0,VMC,Probable Cause,2001,Bombardier,46.0,0.0,100.0
49923,20010117X00316,CHI01LA066,2001-01-08,"DETROIT, MI",United States,Non-Fatal,Substantial,Bombardier,CL-600-2B19,2.0,Turbo Jet,,0.0,0.0,2.0,31.0,VMC,Probable Cause,2001,Bombardier,33.0,0.0,93.93939393939394
49935,20010205X00393,FTW01IA051,2001-01-10,"San Antonio, TX",United States,Incident,,Saab,340B,2.0,Turbo Prop,,0.0,0.0,0.0,27.0,IMC,Probable Cause,2001,,27.0,0.0,100.0
49980,20010212X00438,NYC01IA068,2001-01-21,"Jamaica, NY",United States,Incident,,Airbus Industrie,A320-232,2.0,Turbo Fan,,0.0,0.0,0.0,145.0,IMC,Probable Cause,2001,Airbus,145.0,0.0,100.0
49996,20010205X00392,CHI01IA073,2001-01-25,"Grand Rapids, MI",United States,Incident,Minor,Canadair,CL-600-2B19,2.0,Turbo Fan,,0.0,0.0,0.0,21.0,VMC,Probable Cause,2001,,21.0,0.0,100.0
50006,20010208X00421,DCA01MA017,2001-01-27,"Strasburg, CO",United States,Fatal(10),Destroyed,Beech,200,2.0,Turbo Prop,Business,10.0,0.0,0.0,0.0,IMC,Probable Cause,2001,Beech,10.0,100.0,0.0
50033,20010226X00510,NYC01LA075A,2001-02-03,"BOSTON, MA",United States,Non-Fatal,Substantial,Boeing,B-737-832,2.0,Turbo Fan,,0.0,0.0,0.0,135.0,VMC,Probable Cause,2001,Boeing,135.0,0.0,100.0
50042,20010226X00510,NYC01LA075B,2001-02-03,"Boston, MA",United States,Non-Fatal,Minor,Mcdonnell Douglas,MD-81,2.0,Turbo Fan,,0.0,0.0,0.0,135.0,VMC,Probable Cause,2001,Mcdonnell Douglas,135.0,0.0,100.0
50054,20010223X00504,NYC01LA077,2001-02-06,"BOSTON, MA",United States,Non-Fatal,Substantial,Fokker,F28 MK 0100,2.0,Turbo Fan,,0.0,0.0,0.0,30.0,VMC,Probable Cause,2001,,30.0,0.0,100.0
50082,20010214X00449,CHI01FA084,2001-02-10,"CHICAGO, IL",United States,Non-Fatal,Substantial,Beech,1900D,2.0,Turbo Prop,,0.0,0.0,7.0,10.0,VMC,Probable Cause,2001,Beech,17.0,0.0,58.82352941176471
50093,20010301X00529,SEA01TA050,2001-02-13,"OLYMPIA, WA",United States,Non-Fatal,Substantial,Beech,200,2.0,Turbo Prop,Public Aircraft,0.0,0.0,0.0,12.0,IMC,Probable Cause,2001,Beech,12.0,0.0,100.0
50123,20010427X00832,CHI01IA124,2001-02-19,"Milwaukee, WI",United States,Incident,,Boeing,717-231,2.0,Turbo Fan,,0.0,0.0,0.0,67.0,VMC,Probable Cause,2001,Boeing,67.0,0.0,100.0
50139,20010307X00558,LAX01LA105,2001-02-25,"MONTEREY, CA",United States,Non-Fatal,,Embraer,EMB-120,2.0,Turbo Prop,,0.0,1.0,0.0,32.0,VMC,Probable Cause,2001,Embraer,33.0,3.0303030303030303,96.96969696969697
50176,20010308X00561,LAX01IA109,2001-03-04,"Phoenix, AZ",United States,Incident,Minor,Boeing,737-3H4,2.0,Turbo Fan,,0.0,0.0,0.0,119.0,VMC,Probable Cause,2001,Boeing,119.0,0.0,100.0
50178,20010308X00571,SEA01FA059,2001-03-06,"PORTLAND, OR",United States,Non-Fatal,Substantial,De Havilland,DHC-8-102,2.0,Turbo Prop,,0.0,0.0,0.0,33.0,VMC,Probable Cause,2001,,33.0,0.0,100.0
50223,20010322X00633,LAX01IA118,2001-03-15,"Tucson, AZ",United States,Incident,Minor,Mcdonnell Douglas,MD-88,2.0,Turbo Fan,,0.0,0.0,0.0,101.0,VMC,Probable Cause,2001,Mcdonnell Douglas,101.0,0.0,100.0
50233,20010319X00608,CHI01FA104,2001-03-17,"DETROIT, MI",United States,Non-Fatal,Substantial,Airbus Industrie,A320-200,2.0,Turbo Jet,,0.0,0.0,3.0,150.0,IMC,Probable Cause,2001,Airbus,153.0,0.0,98.0392156862745
50239,20020124X00119,DCA01MA031,2001-03-19,"WEST PALM BEACH, FL",United States,Non-Fatal,Substantial,Embraer,EMB-120,2.0,Turbo Prop,,0.0,0.0,0.0,28.0,,Probable Cause,2001,Embraer,28.0,0.0,100.0
50264,20010402X00689,ATL01LA041,2001-03-23,"Memphis, TN",United States,Non-Fatal,,Boeing,727-200,3.0,Turbo Jet,,0.0,1.0,0.0,127.0,VMC,Probable Cause,2001,Boeing,128.0,0.78125,99.21875
50284,20010412X00738,DCA01MA034,2001-03-29,"Aspen, CO",United States,Fatal(18),Destroyed,Grumman,Gulfstream III,2.0,Turbo Fan,,18.0,0.0,0.0,0.0,VMC,Probable Cause,2001,,18.0,100.0,0.0
50343,20010416X00753,NYC01LA094B,2001-04-09,"BOSTON, MA",United States,Non-Fatal,Substantial,Boeing,737-832,2.0,Turbo Fan,,0.0,0.0,0.0,271.0,IMC,Probable Cause,2001,Boeing,271.0,0.0,100.0
50347,20010423X00790,NYC01LA096,2001-04-09,"Springfield, VA",United States,Non-Fatal,,Dornier,328-100,2.0,Turbo Prop,,0.0,1.0,0.0,13.0,VMC,Probable Cause,2001,,14.0,7.142857142857142,92.85714285714286
50348,20010416X00753,NYC01LA094A,2001-04-09,"Boston, MA",United States,Non-Fatal,Minor,Boeing,767-200ER,2.0,Turbo Fan,,0.0,0.0,0.0,271.0,IMC,Probable Cause,2001,Boeing,271.0,0.0,100.0
50385,20010503X00872,ATL01LA049,2001-04-17,"Jacksonville, FL",United States,Non-Fatal,,Boeing,737-200,2.0,Turbo Jet,,0.0,1.0,1.0,76.0,IMC,Probable Cause,2001,Boeing,78.0,1.282051282051282,97.43589743589743
50398,20010507X00899,LAX01LA136,2001-04-19,"Las Vegas, NV",United States,Non-Fatal,,Airbus Industrie,A320-232,2.0,Turbo Fan,,0.0,1.0,4.0,121.0,VMC,Probable Cause,2001,Airbus,126.0,0.7936507936507936,96.03174603174604
50435,20010502X00858,NYC01IA107,2001-04-25,"Norfolk, VA",United States,Incident,,Embraer,EMB-145,2.0,Turbo Fan,,0.0,0.0,0.0,53.0,VMC,Probable Cause,2001,Embraer,53.0,0.0,100.0
50442,20010501X00841,MIA01LA131,2001-04-26,"Atlantic Ocean, AO",United States,Non-Fatal,,Aerospatiale,ATR 42-300,2.0,Turbo Prop,,0.0,1.0,0.0,11.0,IMC,Probable Cause,2001,,12.0,8.333333333333332,91.66666666666666
50477,20010507X00887,CHI01FA129,2001-05-01,"MINNEAPOLIS, MN",United States,Non-Fatal,Substantial,Douglas,DC-9-31,2.0,Turbo Jet,,0.0,0.0,2.0,42.0,VMC,Probable Cause,2001,Douglas,44.0,0.0,95.45454545454545
50546,20010519X00967,LAX01LA172B,2001-05-12,"San Diego, CA",United States,Non-Fatal,Minor,Gulfstream Aerospace,G-IV,2.0,Turbo Fan,Personal,0.0,0.0,0.0,13.0,VMC,Probable Cause,2001,Gulfstream,13.0,0.0,100.0
50608,20010529X01018,MIA01IA144,2001-05-22,"Fort Lauderdale, FL",United States,Incident,Minor,Grumman,G-73,2.0,Turbo Prop,,0.0,0.0,0.0,19.0,VMC,Probable Cause,2001,,19.0,0.0,100.0
50613,20010531X01039,FTW01FA127,2001-05-23,"DFW AIRPORT, TX",United States,Non-Fatal,Substantial,Fokker,F28 Mk 0100,2.0,Turbo Fan,,0.0,0.0,0.0,92.0,VMC,Probable Cause,2001,,92.0,0.0,100.0
50634,20010601X01046,FTW01LA132,2001-05-27,"Fentress, TX",United States,Fatal(1),Minor,De Havilland,DHC-6 Twin Otter,2.0,Turbo Prop,Skydiving,1.0,0.0,0.0,22.0,VMC,Probable Cause,2001,,23.0,4.3478260869565215,95.65217391304348
50644,20010531X01037,MIA01LA146,2001-05-28,"Toccoa, GA",United States,Non-Fatal,,Boeing,737-301,2.0,Turbo Jet,,0.0,1.0,0.0,120.0,VMC,Probable Cause,2001,Boeing,121.0,0.8264462809917356,99.17355371900827
50696,20010607X01089,LAX01FA201,2001-06-04,"NORTH LAS VEGAS, NV",United States,Non-Fatal,Substantial,Piper,PA-31-350,2.0,Reciprocating,,0.0,0.0,0.0,10.0,VMC,Probable Cause,2001,,10.0,0.0,100.0
50706,20010608X01136,CHI01LA154,2001-06-05,"Kokomo, IN",United States,Non-Fatal,,Boeing,B757-200,2.0,Turbo Fan,,0.0,1.0,1.0,150.0,,Probable Cause,2001,Boeing,152.0,0.6578947368421052,98.68421052631578
50708,20010608X01107,ATL01IA064,2001-06-05,"Atlanta, GA",United States,Incident,Minor,Boeing,757,2.0,Turbo Fan,,0.0,0.0,0.0,89.0,VMC,Probable Cause,2001,Boeing,89.0,0.0,100.0
50777,20010713X01428,LAX01LA240,2001-06-15,"San Diego, CA",United States,Non-Fatal,,Airbus Industrie,A320-232,2.0,Turbo Fan,,0.0,1.0,0.0,141.0,VMC,Probable Cause,2001,Airbus,142.0,0.7042253521126761,99.29577464788733
50980,20020814X01387,LAX01LA307,2001-07-11,"San Francisco, CA",United States,Non-Fatal,,Boeing,757-232,2.0,Turbo Fan,,0.0,1.0,1.0,98.0,VMC,Probable Cause,2001,Boeing,100.0,1.0,98.0
50983,20010716X01434,MIA01LA182,2001-07-12,"BOCA RATON, FL",United States,Non-Fatal,Substantial,Piper,PA-34-200T,2.0,Reciprocating,Business,0.0,0.0,12.0,2.0,VMC,Probable Cause,2001,,14.0,0.0,14.285714285714285
50989,20010717X01445,CHI01IA211,2001-07-12,"Whiteman AFB, MO",United States,Incident,Minor,Mcdonnell Douglas,MD-83,2.0,Turbo Fan,,0.0,0.0,0.0,138.0,VMC,Probable Cause,2001,Mcdonnell Douglas,138.0,0.0,100.0
51115,20010727X01542,CHI01LA245,2001-07-25,"Detroit, MI",United States,Non-Fatal,,Mcdonnell Douglas,DC-9-51,2.0,Turbo Jet,,0.0,1.0,0.0,96.0,VMC,Probable Cause,2001,Mcdonnell Douglas,97.0,1.0309278350515463,98.96907216494846
51224,20010904X01867,DCA01MA056,2001-08-05,"Washington, DC",United States,Fatal(1),Minor,De Havilland,Dash 8-100,2.0,Turbo Prop,,1.0,0.0,0.0,32.0,VMC,Probable Cause,2001,,33.0,3.0303030303030303,96.96969696969697
51249,20010816X01695,CHI01FA270,2001-08-09,"MASCOUTAH, IL",United States,Non-Fatal,Substantial,Boeing,717-200,2.0,Turbo Fan,,0.0,0.0,0.0,76.0,VMC,Probable Cause,2001,Boeing,76.0,0.0,100.0
51253,20010821X01745,LAX01LA275,2001-08-09,"Klamath Falls, OR",United States,Non-Fatal,,Boeing,737-500,2.0,Turbo Fan,,0.0,1.0,0.0,129.0,VMC,Probable Cause,2001,Boeing,130.0,0.7692307692307693,99.23076923076923
51307,20010821X01739,FTW01IA183B,2001-08-16,"DFW Airport, TX",United States,Incident,,Boeing,737-524,2.0,Turbo Fan,,0.0,0.0,0.0,190.0,VMC,Probable Cause,2001,Boeing,190.0,0.0,100.0
51308,20010821X01739,FTW01IA183A,2001-08-16,"DFW Airport, TX",United States,Incident,Minor,Boeing,737-347,2.0,Turbo Fan,,0.0,0.0,0.0,190.0,VMC,Probable Cause,2001,Boeing,190.0,0.0,100.0
51333,20010910X01911,MIA01LA224,2001-08-20,"Needles, CA",United States,Non-Fatal,,Airbus Industrie,A320-232,2.0,Turbo Fan,,0.0,1.0,0.0,139.0,VMC,Probable Cause,2001,Airbus,140.0,0.7142857142857143,99.28571428571429
51372,20010830X01825,CHI01FA292,2001-08-25,"KANSAS CITY, MO",United States,Non-Fatal,Substantial,Boeing,737-3G7,2.0,Turbo Fan,,0.0,0.0,1.0,58.0,IMC,Probable Cause,2001,Boeing,59.0,0.0,98.30508474576271
51409,20010911X01915,IAD01LA102,2001-08-30,"Richmond, VA",United States,Non-Fatal,,Embraer,ERJ-135ER,2.0,Turbo Fan,,0.0,1.0,0.0,28.0,VMC,Probable Cause,2001,Embraer,29.0,3.4482758620689653,96.55172413793103
51448,20010918X01956,DEN01FA157,2001-09-05,"DENVER, CO",United States,Fatal(1),Substantial,Boeing,777-236,2.0,Turbo Fan,,1.0,0.0,0.0,26.0,VMC,Probable Cause,2001,Boeing,27.0,3.7037037037037033,96.29629629629629
51483,20020123X00106,DCA01MA065,2001-09-11,"Shanksville, PA",United States,Fatal(44),Destroyed,Boeing,757,2.0,Turbo Fan,,44.0,0.0,0.0,0.0,,Probable Cause,2001,Boeing,44.0,100.0,0.0
51484,20020123X00105,DCA01MA064,2001-09-11,"Arlington, VA",United States,Fatal(64),Destroyed,Boeing,757-200,2.0,Turbo Jet,,64.0,0.0,0.0,0.0,,Probable Cause,2001,Boeing,64.0,100.0,0.0
51485,20020123X00104,DCA01MA063,2001-09-11,"New York City, NY",United States,Fatal(65),Destroyed,Boeing,767-200ER,2.0,Turbo Fan,,65.0,0.0,0.0,0.0,,Probable Cause,2001,Boeing,65.0,100.0,0.0
51486,20020123X00103,DCA01MA060,2001-09-11,"New York City, NY",United States,Fatal(92),Destroyed,Boeing,767-200ER,2.0,Turbo Fan,,92.0,0.0,0.0,0.0,,Probable Cause,2001,Boeing,92.0,100.0,0.0
51517,20011004X02036,CHI01LA331,2001-09-23,"Indianapolis, IN",United States,Non-Fatal,,Boeing,757-222,2.0,Turbo Fan,,0.0,1.0,0.0,40.0,VMC,Probable Cause,2001,Boeing,41.0,2.4390243902439024,97.5609756097561
51572,20011022X02123,FTW02FA003,2001-10-03,"DFW AIRPORT, TX",United States,Non-Fatal,Substantial,Fokker,F28 Mk 0100,2.0,Turbo Fan,,0.0,0.0,0.0,86.0,VMC,Probable Cause,2001,,86.0,0.0,100.0
51602,20011015X02092,LAX02IA002,2001-10-10,"Santa Ana, CA",United States,Incident,,Boeing,737-700,2.0,Turbo Fan,,0.0,0.0,0.0,87.0,VMC,Probable Cause,2001,Boeing,87.0,0.0,100.0
51619,20011018X02112,NYC02LA008,2001-10-13,"YARDLEY, PA",United States,Non-Fatal,Substantial,Aerospatiale,ATR 42-320,2.0,Turbo Prop,,0.0,0.0,0.0,29.0,VMC,Probable Cause,2001,,29.0,0.0,100.0
51629,20011030X02159,NYC02LA013,2001-10-16,"ROANOKE, VA",United States,Non-Fatal,Substantial,Embraer,145LR,2.0,Turbo Fan,,0.0,0.0,0.0,33.0,VMC,Probable Cause,2001,Embraer,33.0,0.0,100.0
51698,20020411X00491,IAD02LA007,2001-10-29,"Dulles, VA",United States,Non-Fatal,,Boeing,757-223,2.0,Turbo Fan,,0.0,1.0,0.0,148.0,VMC,Probable Cause,2001,Boeing,149.0,0.6711409395973155,99.32885906040269
51709,20011106X02201,NYC02LA023,2001-11-01,"BAR HARBOR, ME",United States,Non-Fatal,Substantial,Beech,1900C,2.0,Turbo Prop,,0.0,0.0,0.0,13.0,IMC,Probable Cause,2001,Beech,13.0,0.0,100.0
51714,20011109X02219,FTW02IA027,2001-11-02,"Midland, TX",United States,Incident,,Airbus Industrie,A319-132,2.0,Turbo Fan,,0.0,0.0,0.0,89.0,VMC,Probable Cause,2001,Airbus,89.0,0.0,100.0
51769,20011130X02321,DCA02MA001,2001-11-12,"Belle Harbor, NY",United States,Fatal(265),Destroyed,Airbus Industrie,A300B4-605R,2.0,Turbo Fan,,265.0,0.0,0.0,0.0,VMC,Probable Cause,2001,Airbus,265.0,100.0,0.0
51850,20011204X02343,CHI02LA043,2001-11-30,"Romulus, MI",United States,Non-Fatal,,Mcdonnell Douglas,DC-9-82,2.0,Turbo Fan,,0.0,1.0,0.0,89.0,VMC,Probable Cause,2001,Mcdonnell Douglas,90.0,1.1111111111111112,98.88888888888889
51905,20020115X00074,CHI02IA050,2001-12-13,"Chicago, IL",United States,Incident,,Boeing,737-322,2.0,Turbo Fan,,0.0,0.0,0.0,99.0,VMC,Probable Cause,2001,Boeing,99.0,0.0,100.0
51926,20020104X00022,NYC02LA042,2001-12-20,"Boston, MA",United States,Non-Fatal,,Raytheon,BE-1900D,2.0,Turbo Prop,,0.0,1.0,0.0,12.0,VMC,Probable Cause,2001,Raytheon,13.0,7.6923076923076925,92.3076923076923
51945,20020107X00042,CHI02IA058,2001-12-28,"Chicago, IL",United States,Incident,,Boeing,737-522,2.0,Turbo Fan,,0.0,0.0,0.0,104.0,VMC,Probable Cause,2001,Boeing,104.0,0.0,100.0
51960,20020103X00009,MIA02IA047,2002-01-01,"Miami, FL",United States,Incident,Minor,Mcdonnell Douglas,MD-83,2.0,Turbo Fan,,0.0,0.0,0.0,125.0,VMC,Probable Cause,2002,Mcdonnell Douglas,125.0,0.0,100.0
52030,20020214X00216,NYC02LA056,2002-01-20,"DULLES, VA",United States,Non-Fatal,Substantial,Mcdonnell Douglas,DC-9-32,2.0,Turbo Fan,,0.0,0.0,0.0,66.0,VMC,Probable Cause,2002,Mcdonnell Douglas,66.0,0.0,100.0
52049,20020125X00135,CHI02LA069,2002-01-24,"Indianapolis, IN",United States,Non-Fatal,,Mcdonnell Douglas,DC-9-41,2.0,Turbo Jet,,0.0,1.0,0.0,74.0,VMC,Probable Cause,2002,Mcdonnell Douglas,75.0,1.3333333333333335,98.66666666666667
52052,20020204X00182,ANC02IA011,2002-01-25,"ANCHORAGE, AK",United States,Incident,,Airbus Industrie,A-340-300,4.0,Turbo Fan,,0.0,0.0,0.0,252.0,VMC,Probable Cause,2002,Airbus,252.0,0.0,100.0
52152,20020306X00308,NYC02LA065,2002-02-19,"Beaumont, TX",United States,Non-Fatal,,Boeing,737-724,2.0,Turbo Fan,,0.0,1.0,0.0,74.0,IMC,Probable Cause,2002,Boeing,75.0,1.3333333333333335,98.66666666666667
52174,20020507X00639,LAX02LA150,2002-02-23,"Moreno Valley, CA",United States,Non-Fatal,,Thunder And Colt,Colt 120 A,,,Business,0.0,1.0,3.0,6.0,VMC,Probable Cause,2002,,10.0,10.0,60.0
52190,20020301X00292,CHI02IA083,2002-02-27,"Appleton, WI",United States,Incident,Minor,Canadair,CL-600-2B19,2.0,Turbo Fan,,0.0,0.0,0.0,38.0,VMC,Probable Cause,2002,,38.0,0.0,100.0
52197,20020312X00331,SEA02IA044,2002-03-01,"Boise, ID",United States,Incident,,Bombardier,DHC-8-401,2.0,Turbo Prop,,0.0,0.0,0.0,73.0,VMC,Probable Cause,2002,Bombardier,73.0,0.0,100.0
52200,20020311X00325,SEA02LA049,2002-03-02,"SEATTLE, WA",United States,Non-Fatal,Substantial,Boeing,757-200,2.0,Turbo Fan,,0.0,0.0,0.0,90.0,VMC,Probable Cause,2002,Boeing,90.0,0.0,100.0
52219,20020319X00362,FTW02LA088,2002-03-06,"DALLAS, TX",United States,Non-Fatal,Substantial,Fokker,F-28 MK-100,2.0,Turbo Jet,,0.0,0.0,0.0,34.0,IMC,Probable Cause,2002,,34.0,0.0,100.0
