,Event.Id,Accident.Number,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Report.Status,Manufacturer,Year
38880,20001207X04940,ANC96LA023,1995-12-27,"STEVENS VILLAGE, AK",United States,Non-Fatal,Substantial,Cessna,337G,2.0,Reciprocating,Business,0.0,0.0,0.0,2.0,VMC,Probable Cause,Cessna,1995
38888,20001207X04953,ATL96LA028,1995-12-29,"ATLANTA, GA",United States,Non-Fatal,Substantial,Boeing,737-232,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,58.0,VMC,Probable Cause,Boeing,1995
38892,20001207X04987,CHI96LA070,1995-12-29,"MINOCQUA, WI",United States,Non-Fatal,Substantial,Cessna,310R,2.0,Reciprocating,Personal,0.0,0.0,0.0,5.0,IMC,Probable Cause,Cessna,1995
38896,20001207X04968,CHI96FA067,1995-12-30,"EAGLE RIVER, WI",United States,Fatal(2),Destroyed,Cessna,560,2.0,Turbo Jet,Business,2.0,0.0,0.0,0.0,IMC,Probable Cause,Cessna,1995
38904,20001207X05048,MIA96FA051,1995-12-31,"EAST NAPLES, FL",United States,Fatal(2),Destroyed,Cessna,550,2.0,Turbo Fan,Executive/corporate,2.0,0.0,0.0,0.0,IMC,Probable Cause,Cessna,1995
38911,20001208X05197,SEA96FA039,1996-01-04,"SPOKANE, WA",United States,Non-Fatal,Destroyed,Convair,340,2.0,Reciprocating,Ferry,0.0,0.0,1.0,1.0,IMC,Probable Cause,Convair,1996
38912,20001208X05200,SEA96LA038,1996-01-04,"MILES CITY, MT",United States,Non-Fatal,Substantial,Beech,B100,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,5.0,IMC,Probable Cause,Beech,1996
38914,20001208X05159,LAX96IA087,1996-01-05,"LOS ANGELES, CA",United States,Incident,Minor,Boeing,747-251B,4.0,Turbo Fan,Unknown,0.0,0.0,0.0,385.0,VMC,Probable Cause,Boeing,1996
38919,20001208X05131,FTW96LA084,1996-01-06,"ASPEN, CO",United States,Non-Fatal,Substantial,Learjet,60,2.0,Turbo Fan,Business,0.0,0.0,0.0,2.0,VMC,Probable Cause,Learjet,1996
38921,20001208X05167,MIA96FA059,1996-01-07,"NASHVILLE, TN",United States,Non-Fatal,Substantial,Douglas,DC-9-32,2.0,Turbo Fan,Unknown,0.0,0.0,5.0,88.0,VMC,Probable Cause,Douglas,1996
38924,20001208X05198,SEA96FA040,1996-01-08,"SPOKANE, WA",United States,Fatal(3),Destroyed,Cessna,401A,2.0,Reciprocating,Unknown,3.0,1.0,0.0,0.0,IMC,Probable Cause,Cessna,1996
38959,20001208X05174,MIA96LA062,1996-01-14,"IRVINGTON, AL",United States,Non-Fatal,Substantial,Cessna,310C,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Probable Cause,Cessna,1996
38980,20001208X05154,LAX96FA096,1996-01-19,"CEDARVILLE, CA",United States,Fatal(2),Destroyed,Beech,55,2.0,Reciprocating,Personal,2.0,0.0,0.0,0.0,UNK,Probable Cause,Beech,1996
38988,20001208X05127,FTW96FA100,1996-01-21,"ATKINS, AR",United States,Fatal(4),Destroyed,Beech,58,2.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,Probable Cause,Beech,1996
38995,20001208X05170,MIA96FA068B,1996-01-23,"MIAMI, FL",United States,Non-Fatal,Substantial,Boeing,747-243B,4.0,Turbo Fan,Unknown,0.0,0.0,0.0,459.0,VMC,Probable Cause,Boeing,1996
38996,20001208X05170,MIA96FA068A,1996-01-23,"MIAMI, FL",United States,Non-Fatal,Substantial,Mcdonnell Douglas,MD-11,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,459.0,VMC,Probable Cause,Mcdonnell Douglas,1996
38999,20001208X05117,CHI96LA081,1996-01-24,"YIPSILANTI, MI",United States,Non-Fatal,Substantial,Beech,58,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Probable Cause,Beech,1996
39000,20001208X05178,MIA96LA071,1996-01-24,"FORT PIERCE, FL",United States,Non-Fatal,Substantial,Cessna,310R,2.0,Reciprocating,Personal,0.0,1.0,3.0,0.0,VMC,Probable Cause,Cessna,1996
39001,20001208X05118,CHI96LA082,1996-01-24,"ROMULUS, MI",United States,Non-Fatal,Substantial,Dassault,DA-10,2.0,Turbo Fan,Executive/corporate,0.0,0.0,0.0,8.0,IMC,Probable Cause,Dassault,1996
39020,20001208X05157,LAX96FA103,1996-01-29,"KAMUELA, HI",United States,Fatal(1),Destroyed,Cessna,402B,2.0,Reciprocating,Unknown,1.0,2.0,0.0,0.0,VMC,Probable Cause,Cessna,1996
39021,20001208X05158,LAX96FA105,1996-01-31,"FLAGSTAFF, AZ",United States,Fatal(3),Destroyed,Beech,E90,2.0,Turbo Prop,Positioning,3.0,0.0,0.0,0.0,IMC,Probable Cause,Beech,1996
39024,20001208X05207,ATL96FA043,1996-02-01,"NASHVILLE, TN",United States,Non-Fatal,Substantial,Douglas,DC-9-32,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,80.0,VMC,Probable Cause,Douglas,1996
39028,20001208X05212,ATL96LA044,1996-02-02,"BLOUNTVILLE, TN",United States,Non-Fatal,Substantial,Beech,C-45G,2.0,Reciprocating,Positioning,0.0,0.0,1.0,0.0,IMC,Probable Cause,Beech,1996
39030,20001208X05244,FTW96LA111,1996-02-04,"DENVER, CO",United States,Non-Fatal,Substantial,Mcdonnell Douglas,MD-88,2.0,Turbo Fan,Unknown,0.0,0.0,1.0,119.0,VMC,Probable Cause,Mcdonnell Douglas,1996
39032,20001208X05271,LAX96FA106,1996-02-05,"SAINT JOHNS, AZ",United States,Fatal(4),Destroyed,Convair,C-131E,2.0,Reciprocating,Ferry,4.0,0.0,0.0,0.0,VMC,Probable Cause,Convair,1996
39039,20001208X05308,NYC96LA058,1996-02-07,"BRADFORD, PA",United States,Non-Fatal,Substantial,Beech,1900D,2.0,Turbo Prop,Unknown,,,2.0,14.0,IMC,Probable Cause,Beech,1996
39044,20001208X05297,MIA96LA076,1996-02-08,"AUBURN, AL",United States,Non-Fatal,Substantial,Cessna,310L,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Probable Cause,Cessna,1996
39075,20001208X05318,SEA96FA061,1996-02-16,"ESTACADA, OR",United States,Fatal(1),Destroyed,Cessna,402B,2.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,Probable Cause,Cessna,1996
39092,20001208X05293,MIA96FA082,1996-02-18,"MORGANTON, NC",United States,Fatal(2),Destroyed,Beech,95-B55,2.0,Reciprocating,Personal,2.0,1.0,3.0,0.0,VMC,Probable Cause,Beech,1996
39101,20001208X05238,FTW96FA118,1996-02-19,"HOUSTON, TX",United States,Non-Fatal,Substantial,Mcdonnell Douglas,DC-9-32,2.0,Turbo Fan,Unknown,0.0,0.0,12.0,75.0,VMC,Probable Cause,Mcdonnell Douglas,1996
39104,20001208X05312,NYC96LA063,1996-02-20,"JAMAICA, NY",United States,Non-Fatal,Minor,Airbus Industrie,A-300B4-605R,2.0,Turbo Fan,Unknown,0.0,2.0,32.0,163.0,VMC,Probable Cause,Airbus,1996
39109,20001208X05264,IAD96IA044,1996-02-20,"WASHINGTON, DC",United States,Incident,Minor,Boeing,737-130,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,79.0,IMC,Probable Cause,Boeing,1996
39113,20001208X05206,ANC96LA026A,1996-02-20,"FAIRBANKS, AK",United States,Non-Fatal,Minor,Boeing,757-232,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,91.0,VMC,Probable Cause,Boeing,1996
39114,20001208X05206,ANC96LA026B,1996-02-20,"FAIRBANKS, AK",United States,Non-Fatal,Substantial,Boeing,757-222,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,91.0,VMC,Probable Cause,Boeing,1996
39116,20001208X05252,FTW96LA123,1996-02-21,"DALLAS, TX",United States,Non-Fatal,Substantial,Beech,95-C55,2.0,Reciprocating,Unknown,0.0,0.0,0.0,2.0,VMC,Probable Cause,Beech,1996
39121,20001208X05294,MIA96IA084,1996-02-22,"MIAMI, FL",United States,Incident,Minor,Boeing,707-323C,4.0,Turbo Fan,Unknown,0.0,0.0,0.0,4.0,VMC,Probable Cause,Boeing,1996
39123,20001208X05226,CHI96FA095,1996-02-22,"PORTLAND, IN",United States,Fatal(1),Destroyed,Cessna,310,2.0,Reciprocating,Unknown,1.0,1.0,0.0,0.0,IMC,Probable Cause,Cessna,1996
39233,20001208X05351,ATL96FA066,1996-03-15,"WINDER, GA",United States,Fatal(1),Destroyed,Cessna,310R,2.0,Reciprocating,Business,1.0,0.0,0.0,0.0,VMC,Probable Cause,Cessna,1996
39253,20001208X05463,MIA96LA108,1996-03-20,"JACKSONVILLE, FL",United States,Non-Fatal,Substantial,Boeing,737-200,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,62.0,VMC,Probable Cause,Boeing,1996
39254,20001208X05414,IAD96LA052,1996-03-20,"WILMINGTON, OH",United States,Non-Fatal,Substantial,Douglas,DC-8-62,4.0,Turbo Fan,Unknown,0.0,0.0,0.0,3.0,IMC,Probable Cause,Douglas,1996
39255,20001208X05386,CHI96LA118A,1996-03-20,"MARSHFIELD, WI",United States,Non-Fatal,Substantial,Cessna,310R,2.0,Reciprocating,Unknown,0.0,0.0,0.0,6.0,VMC,Probable Cause,Cessna,1996
39294,20001208X05462,MIA96LA107,1996-03-27,"MEMPHIS, TN",United States,Non-Fatal,Substantial,Boeing,727-225,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,3.0,VMC,Probable Cause,Boeing,1996
39296,20001208X05449,MIA96IA109,1996-03-28,"JACKSONVILLE, FL",United States,Incident,Minor,Beech,1900D,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,2.0,VMC,Probable Cause,Beech,1996
39313,20001208X05488,SEA96LA073,1996-03-31,"SALT LAKE CITY, UT",United States,Non-Fatal,Substantial,Cessna,500,2.0,Turbo Fan,Business,0.0,0.0,0.0,7.0,VMC,Probable Cause,Cessna,1996
39321,20001208X05491,ANC96LA042,1996-04-01,"BELUGA, AK",United States,Non-Fatal,Substantial,Douglas,DC-6-B,4.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,VMC,Probable Cause,Douglas,1996
39375,20001208X05531,CHI96LA129,1996-04-10,"MINNEAPOLIS, MN",United States,Non-Fatal,Substantial,Cessna,T310Q,2.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Probable Cause,Cessna,1996
39379,20001208X05625,LAX96LA182,1996-04-11,"ST JOHNS, AZ",United States,Non-Fatal,Substantial,Cessna,402C,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Probable Cause,Cessna,1996
39421,20001208X05638,MIA96LA121,1996-04-18,"PALMETTO, GA",United States,Non-Fatal,Substantial,Cessna,310D,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Probable Cause,Cessna,1996
39442,20001208X05542,CHI96LA144,1996-04-21,"MANHATTAN, KS",United States,Non-Fatal,Substantial,Beech,B55B,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Probable Cause,Beech,1996
39484,20001208X05593,IAD96LA068,1996-04-27,"LYNCHBURG, VA",United States,Non-Fatal,Substantial,Beech,B55,2.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,Probable Cause,Beech,1996
39493,20001208X05623,LAX96LA180,1996-04-28,"MAMMOTH LAKES, CA",United States,Non-Fatal,Substantial,Cessna,320,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Probable Cause,Cessna,1996
39501,20001208X05523,CHI96FA146,1996-04-29,"BERNARD, IA",United States,Fatal(3),Destroyed,Cessna,421,2.0,Reciprocating,Unknown,3.0,0.0,0.0,0.0,IMC,Probable Cause,Cessna,1996
39502,20001208X05599,LAX96IA184,1996-04-30,"ONTARIO, CA",United States,Incident,Minor,Boeing,737-300-3H4,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,132.0,VMC,Probable Cause,Boeing,1996
39518,20001208X05744,FTW96FA198,1996-05-02,"DENVER, CO",United States,Non-Fatal,Substantial,Beech,1900D,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,11.0,VMC,Probable Cause,Beech,1996
39520,20001208X05830,MIA96LA136,1996-05-02,"OPA LOCKA, FL",United States,Non-Fatal,Substantial,Beech,UC45J,2.0,Reciprocating,Positioning,0.0,0.0,0.0,1.0,VMC,Probable Cause,Beech,1996
39523,20001208X05801,LAX96FA189,1996-05-03,"LOS ANGELES, CA",United States,Fatal(4),Destroyed,Cessna,310D,2.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,VMC,Probable Cause,Cessna,1996
39556,20001208X05708,CHI96GA154,1996-05-08,"PEORIA, IL",United States,Incident,Minor,Beech,200,2.0,Turbo Prop,Public Aircraft,0.0,0.0,0.0,8.0,IMC,Probable Cause,Beech,1996
39558,20001208X05703,CHI96FA152,1996-05-08,"WAUKEGAN, IL",United States,Non-Fatal,Substantial,Cessna,340A,2.0,Reciprocating,Personal,0.0,1.0,0.0,0.0,IMC,Probable Cause,Cessna,1996
39566,20001208X05750,FTW96IA210,1996-05-10,"DALLAS, TX",United States,Incident,Minor,Boeing,737-300,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,50.0,VMC,Probable Cause,Boeing,1996
39575,20001208X05743,DCA96MA054,1996-05-11,"MIAMI, FL",United States,Fatal(110),Destroyed,Douglas,DC-9-32,2.0,Turbo Fan,Unknown,110.0,0.0,0.0,0.0,VMC,Probable Cause,Douglas,1996
39602,20001208X05865,SEA96FA094,1996-05-15,"PROVO, UT",United States,Fatal(2),Destroyed,Cessna,320A,2.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,VMC,Probable Cause,Cessna,1996
39606,20001208X05677,ANC96FA072,1996-05-16,"ANCHORAGE, AK",United States,Non-Fatal,Substantial,Mcdonnell Douglas,MD-11-F,3.0,Turbo Fan,Unknown,0.0,0.0,1.0,1.0,VMC,Probable Cause,Mcdonnell Douglas,1996
39619,20001208X05812,LAX96LA198,1996-05-18,"LOS ANGELES, CA",United States,Non-Fatal,Substantial,Beech,58,2.0,Reciprocating,Personal,0.0,0.0,0.0,3.0,VMC,Probable Cause,Beech,1996
39626,20001208X05804,LAX96IA199,1996-05-19,"LOS ANGELES, CA",United States,Incident,Minor,Boeing,747-273C,4.0,Turbo Fan,Unknown,0.0,0.0,0.0,3.0,VMC,Probable Cause,Boeing,1996
39627,20001208X05802,LAX96FA200,1996-05-19,"KERNVILLE, CA",United States,Fatal(1),Destroyed,Cessna,414,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Probable Cause,Cessna,1996
39643,20001208X05705,CHI96FA171,1996-05-20,"GREAT BEND, KS",United States,Non-Fatal,Substantial,Cessna,401,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Probable Cause,Cessna,1996
39644,20001208X05691,ANC96LA076,1996-05-21,"BARROW, AK",United States,Non-Fatal,Substantial,Beech,99C,2.0,Turbo Prop,Unknown,0.0,0.0,1.0,1.0,VMC,Probable Cause,Beech,1996
39648,20001208X05772,FTW96LA224,1996-05-22,"LOS LUNAS, NM",United States,Non-Fatal,Substantial,Cessna,310C,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Probable Cause,Cessna,1996
39650,20001208X05710,CHI96IA170,1996-05-23,"INDIANAPOLIS, IN",United States,Incident,Minor,Beech,1900D,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,20.0,VMC,Probable Cause,Beech,1996
39662,20001208X05803,LAX96FA206,1996-05-25,"LOS ANGELES, CA",United States,Non-Fatal,Substantial,Mcdonnell Douglas,MD-11,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,2.0,VMC,Probable Cause,Mcdonnell Douglas,1996
39682,20001208X05775,FTW96LA227,1996-05-27,"BROOMFIELD, CO",United States,Non-Fatal,Substantial,Cessna,414,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,Cessna,1996
39684,20001208X05844,NYC96IA116,1996-05-28,"BOSTON, MA",United States,Incident,Minor,Boeing,767-31AER,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,202.0,VMC,Probable Cause,Boeing,1996
39731,20001208X06002,IAD96FA090,1996-06-03,"WINSLOW, ME",United States,Fatal(1),Destroyed,Cessna,320C,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,VMC,Probable Cause,Cessna,1996
39741,20001208X05961,FTW96IA237,1996-06-05,"ALBUQUERQUE, NM",United States,Incident,Minor,Mcdonnell Douglas,DC-9-82 (MD-82),2.0,Turbo Jet,Unknown,0.0,0.0,5.0,141.0,VMC,Probable Cause,Mcdonnell Douglas,1996
39749,20001208X06027,LAX96LA222B,1996-06-06,"SAN FRANCISCO, CA",United States,Non-Fatal,Minor,Boeing,767-223,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,220.0,VMC,Probable Cause,Boeing,1996
39751,20001208X05914,CHI96IA191,1996-06-06,"LANSING, MI",United States,Incident,Minor,Beech,1900,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,18.0,IMC,Probable Cause,Beech,1996
39752,20001208X06027,LAX96LA222A,1996-06-06,"SAN FRANCISCO, CA",United States,Non-Fatal,Substantial,Boeing,737-322,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,220.0,VMC,Probable Cause,Boeing,1996
39782,20001208X06079,NYC96FA123,1996-06-10,"WOOLWICH, ME",United States,Fatal(2),Destroyed,Beech,E90,2.0,Turbo Prop,Executive/corporate,2.0,0.0,0.0,0.0,IMC,Probable Cause,Beech,1996
39829,20001208X05905,ATL96LA092,1996-06-15,"ROME, GA",United States,Non-Fatal,Substantial,Cessna,411,2.0,Reciprocating,Unknown,0.0,0.0,0.0,1.0,VMC,Probable Cause,Cessna,1996
39848,20001208X06004,IAD96IA098,1996-06-17,"JAMAICA, NY",United States,Incident,Minor,Boeing,747-136,4.0,Turbo Jet,Unknown,0.0,0.0,0.0,414.0,VMC,Probable Cause,Boeing,1996
39859,20001208X06102,SEA96IA131,1996-06-19,"SALT LAKE CITY, UT",United States,Incident,Minor,Boeing,767-332,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,186.0,VMC,Probable Cause,Boeing,1996
39863,20001208X05912,CHI96FA211,1996-06-19,"BETHALTO, IL",United States,Fatal(1),Destroyed,Mcdonnell Douglas,F/A-18C,2.0,Turbo Fan,Unknown,1.0,0.0,0.0,0.0,VMC,Probable Cause,Mcdonnell Douglas,1996
39868,20001208X05955,FTW96FA262,1996-06-20,"CUT AND SHOOT, TX",United States,Non-Fatal,Destroyed,Douglas,DC3A,2.0,Reciprocating,Instructional,0.0,0.0,3.0,0.0,VMC,Probable Cause,Douglas,1996
39877,20001208X05957,FTW96FA267,1996-06-21,"CASTLE ROCK, CO",United States,Fatal(4),Destroyed,Beech,58,2.0,Reciprocating,Personal,4.0,0.0,0.0,0.0,IMC,Probable Cause,Beech,1996
39891,20001208X06057,MIA96FA162,1996-06-23,"ORLANDO, FL",United States,Non-Fatal,Substantial,Embraer,120,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,32.0,VMC,Probable Cause,Embraer,1996
39905,20001208X06082,NYC96IA131,1996-06-25,"JAMAICA, NY",United States,Incident,Minor,Boeing,767-332ER,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,229.0,VMC,Probable Cause,Boeing,1996
39918,20001208X06072,MIA96LA167,1996-06-27,"CLINTON, NC",United States,Non-Fatal,Destroyed,Beech,B55B,2.0,Reciprocating,Personal,0.0,0.0,1.0,1.0,VMC,Probable Cause,Beech,1996
39939,20001208X06050,LAX96LA252,1996-06-29,"GRAND CANYON, AZ",United States,Non-Fatal,Substantial,Cessna,402A,2.0,Reciprocating,Unknown,0.0,0.0,0.0,10.0,VMC,Probable Cause,Cessna,1996
39950,20001208X06015,IAD96LA102,1996-06-30,"CAMPBELLSVILLE, KY",United States,Non-Fatal,Destroyed,Beech,65,2.0,Reciprocating,Personal,0.0,3.0,0.0,1.0,VMC,Probable Cause,Beech,1996
39975,20001208X06211,FTW96LA287A,1996-07-02,"STILLWATER, OK",United States,Non-Fatal,Substantial,Cessna,421B,2.0,Reciprocating,Unknown,0.0,0.0,0.0,3.0,VMC,Probable Cause,Cessna,1996
39978,20001208X06275,LAX96LA259,1996-07-02,"RAMONA, CA",United States,Non-Fatal,Substantial,Beech,95-B55,2.0,Reciprocating,Personal,0.0,0.0,1.0,0.0,VMC,Probable Cause,Beech,1996
39984,20001208X06309,MIA96LA174,1996-07-03,"KINSTON, NC",United States,Non-Fatal,Substantial,Beech,58,2.0,Reciprocating,Positioning,0.0,0.0,1.0,0.0,UNK,Probable Cause,Beech,1996
39985,20001208X06220,FTW96LA298,1996-07-03,"ARDMORE, OK",United States,Non-Fatal,Substantial,Beech,95-A55,2.0,Reciprocating,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,Beech,1996
40009,20001208X06203,DCA96MA068,1996-07-06,"PENSACOLA, FL",United States,Fatal(2),Substantial,Mcdonnell Douglas,MD-88,2.0,Turbo Jet,Unknown,2.0,2.0,3.0,137.0,VMC,Probable Cause,Mcdonnell Douglas,1996
40010,20001208X06135,ANC96LA096,1996-07-06,"FAIRBANKS, AK",United States,Non-Fatal,Substantial,Beech,18,2.0,Turbo Prop,Unknown,0.0,0.0,0.0,5.0,VMC,Probable Cause,Beech,1996
40026,20001208X06148,ATL96FA101,1996-07-08,"NASHVILLE, TN",United States,Non-Fatal,Minor,Boeing,737-200,2.0,Turbo Fan,Unknown,0.0,1.0,4.0,122.0,IMC,Probable Cause,Boeing,1996
40080,20001208X06180,CHI96LA243,1996-07-14,"MARSHALL, MI",United States,Non-Fatal,Substantial,Beech,C-45H,2.0,Reciprocating,Unknown,0.0,0.0,0.0,11.0,VMC,Probable Cause,Beech,1996
40084,20001208X06226,FTW96LA304,1996-07-14,"FALCON, CO",United States,Non-Fatal,Substantial,Beech,76,2.0,Reciprocating,Business,0.0,0.0,0.0,3.0,VMC,Probable Cause,Beech,1996
40092,20001208X06262,IAD96LA117,1996-07-15,"MANCHESTER, NH",United States,Non-Fatal,Substantial,Beech,A100,2.0,Turbo Prop,Positioning,0.0,0.0,0.0,1.0,IMC,Probable Cause,Beech,1996
40104,20001208X06204,DCA96MA070,1996-07-17,"EAST MORICHES, NY",United States,Fatal(230),Destroyed,Boeing,747-131,4.0,Turbo Fan,Unknown,230.0,0.0,0.0,0.0,VMC,Probable Cause,Boeing,1996
40131,20001208X06132,ANC96FA102,1996-07-20,"RUSSIAN MISSION, AK",United States,Fatal(4),Destroyed,Douglas,DC-6A,4.0,Reciprocating,Unknown,4.0,0.0,0.0,0.0,VMC,Probable Cause,Douglas,1996
40137,20001208X06157,ATL96LA109,1996-07-20,"BANNER ELK, NC",United States,Non-Fatal,Substantial,Beech,58P,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,Beech,1996
40186,20001208X06356,SEA96FA171,1996-07-27,"RICHLAND, WA",United States,Fatal(2),Destroyed,Cessna,340A,2.0,Reciprocating,Instructional,2.0,0.0,0.0,0.0,VMC,Probable Cause,Cessna,1996
40206,20001208X06245,FTW96LA327,1996-07-29,"KINGFISHER, OK",United States,Non-Fatal,Substantial,Beech,95-B55B,2.0,Reciprocating,Business,0.0,0.0,0.0,1.0,VMC,Probable Cause,Beech,1996
40236,20001208X06435,CHI96LA266,1996-08-03,"BENTON HARBOR, MI",United States,Non-Fatal,Destroyed,Cessna,404,2.0,Reciprocating,Unknown,0.0,1.0,0.0,0.0,VMC,Probable Cause,Cessna,1996
40256,20001208X06545,LAX96LA296,1996-08-04,"AVALON, CA",United States,Non-Fatal,Substantial,Cessna,421C,2.0,Reciprocating,Personal,0.0,4.0,3.0,0.0,VMC,Probable Cause,Cessna,1996
40258,20001208X06492,FTW96LA336,1996-08-04,"BROWNWOOD, TX",United States,Non-Fatal,Substantial,Beech,E-55,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,Beech,1996
40275,20001208X06589,MIA96LA224,1996-08-06,"PANAMA CITY, FL",United States,Non-Fatal,Substantial,Beech,58,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,Beech,1996
40290,20001208X06543,LAX96IA300,1996-08-08,"HONOLULU, HI",United States,Incident,Minor,Douglas,DC-9-51,2.0,Turbo Fan,Unknown,0.0,0.0,0.0,76.0,VMC,Probable Cause,Douglas,1996
40350,20001208X06598,NYC96IA169,1996-08-15,"HOWARD BEACH, NY",United States,Incident,Minor,Boeing,727-232,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,112.0,VMC,Probable Cause,Boeing,1996
40414,20001208X06616,SEA96FA201,1996-08-23,"SEATTLE, WA",United States,Fatal(1),Substantial,Beech,D50,2.0,Reciprocating,Personal,1.0,1.0,0.0,0.0,VMC,Probable Cause,Beech,1996
40426,20001208X06542,LAX96FA317,1996-08-24,"PHOENIX, AZ",United States,Non-Fatal,Substantial,Cessna,441,2.0,Turbo Prop,Personal,0.0,0.0,0.0,2.0,VMC,Probable Cause,Cessna,1996
40435,20001208X06595,NYC96FA174,1996-08-25,"JAMAICA, NY",United States,Non-Fatal,Substantial,Lockheed,L-1011-100,3.0,Turbo Fan,Unknown,0.0,0.0,0.0,262.0,IMC,Probable Cause,Lockheed,1996
40446,20001208X06423,ATL96LA125,1996-08-26,"SENOIA, GA",United States,Non-Fatal,Substantial,Cessna,T303,2.0,Reciprocating,Personal,0.0,0.0,0.0,1.0,VMC,Probable Cause,Cessna,1996
40453,20001208X06588,MIA96LA220,1996-08-29,"CHATTANOOGA, TN",United States,Non-Fatal,Minor,Boeing,737-300,2.0,Turbo Fan,Unknown,0.0,3.0,1.0,84.0,VMC,Probable Cause,Boeing,1996
40454,20001208X06434,CHI96IA320,1996-08-29,"MILWAUKEE, WI",United States,Incident,Minor,Cessna,525,2.0,Turbo Fan,Business,0.0,0.0,0.0,3.0,VMC,Probable Cause,Cessna,1996
40464,20001208X06517,FTW96LA366,1996-08-30,"CONCHAS, NM",United States,Non-Fatal,Destroyed,Cessna,421B,2.0,Reciprocating,Personal,,3.0,,,VMC,Probable Cause,Cessna,1996
40507,20001208X06769,LAX96LA328,1996-09-04,"AUBURN, CA",United States,Non-Fatal,Substantial,Cessna,425,2.0,Turbo Prop,Business,0.0,0.0,0.0,2.0,VMC,Probable Cause,Cessna,1996
40508,20001208X06809,SEA96FA209,1996-09-05,"WISE RIVER, MT",United States,Fatal(1),Destroyed,Cessna,340A,2.0,Reciprocating,Personal,1.0,0.0,0.0,0.0,IMC,Probable Cause,Cessna,1996
40510,20001208X06714,FTW96FA373,1996-09-05,"CORSICANA, TX",United States,Fatal(1),Destroyed,Beech,D55,2.0,Reciprocating,Unknown,1.0,0.0,0.0,0.0,VMC,Probable Cause,Beech,1996
40511,20001208X06712,DCA96MA079,1996-09-05,"NEWBURGH, NY",United States,Non-Fatal,Destroyed,Mcdonnell Douglas,DC-10-10CF,3.0,Turbo Jet,,0.0,0.0,2.0,3.0,IMC,Probable Cause,Mcdonnell Douglas,1996
40586,20001208X06715,FTW96FA390,1996-09-19,"WACO, TX",United States,Fatal(1),Destroyed,Cessna,320C,2.0,Reciprocating,Business,1.0,0.0,0.0,0.0,IMC,Probable Cause,Cessna,1996
40665,20001208X06942,MIA97LA001,1996-10-02,"JACKSON, MS",United States,Non-Fatal,Substantial,Beech,58,2.0,Reciprocating,Positioning,0.0,1.0,0.0,0.0,VMC,Probable Cause,Beech,1996
